index,date,rawContent,retweetCount,likeCount,quoteCount,mentionedUsers,hashtags,links,media,inReplyToTweetId,inReplyToUser,retweetedTweet,account,lang,cleanedContent,num_links_TextLink,num_media_Video,num_media_Photo,num_media_Gif,part_of_convo,content_length,word_count,sentiment_score
345,2018-01-23 10:55:06,"With Singapore’s population of seniors expected to rise to 900,000 by 2030, Deputy Prime Minister Teo Chee Hean noted that there is still much the community can do to help seniors live life to the fullest.

Read the full story at https://t.co/6C48jnRTtX https://t.co/v76fLfmANY",3,5,0,,,"[TextLink(text='bit.ly/2F4E0x3', url='http://bit.ly/2F4E0x3', tcourl='https://t.co/6C48jnRTtX', indices=(230, 253))]","[Photo(previewUrl='https://pbs.twimg.com/media/DUN1qKjVAAAhepw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DUN1qKjVAAAhepw?format=jpg&name=orig', altText=None)]",,,,pap,en,"With Singapore’s population of seniors expected to rise to 900,000 by 2030, Deputy Prime Minister Teo Chee Hean noted that there is still much the community can do to help seniors live life to the fullest.Read the full story at  ",1,0,1,0,False,0.9,42,0.4019
346,2018-01-23 05:30:01,"Minister for Finance Mr Heng Swee Keat has described the upcoming Budget as a long-term strategic plan for Singapore that is not just about taxes, revenue and expenditure.

Read the full story at https://t.co/9A5sl2APKf https://t.co/pPmCmcSebn",1,8,0,,,"[TextLink(text='bit.ly/2n2Yxew', url='http://bit.ly/2n2Yxew', tcourl='https://t.co/9A5sl2APKf', indices=(196, 219))]","[Photo(previewUrl='https://pbs.twimg.com/media/DUM8WMaVwAAvXsG?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DUM8WMaVwAAvXsG?format=jpg&name=orig', altText=None)]",,,,pap,en,"Minister for Finance Mr Heng Swee Keat has described the upcoming Budget as a long-term strategic plan for Singapore that is not just about taxes, revenue and expenditure.Read the full story at  ",1,0,1,0,False,0.7785714285714286,34,0.0
347,2018-01-22 05:07:08,"#Punggol unveiled its masterplan for a 50 hectare Digital District, which would be ready in stages from 2023. The new district will also create 28,000 jobs for Singapore's digital economy.

Read more: https://t.co/aDGv9CqnxZ https://t.co/INXwmx5zEU",1,9,1,,punggol,"[TextLink(text='str.sg/oUZk', url='http://str.sg/oUZk', tcourl='https://t.co/aDGv9CqnxZ', indices=(201, 224))]","[Photo(previewUrl='https://pbs.twimg.com/media/DUHtY0WVwAAhniE?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DUHtY0WVwAAhniE?format=jpg&name=orig', altText=None)]",,,,pap,en," unveiled its masterplan for a 50 hectare Digital District, which would be ready in stages from 2023. The new district will also create 28,000 jobs for Singapore's digital economy.Read more:  ",1,0,1,0,False,0.7964285714285714,33,0.5574
349,2018-01-12 02:06:23,All the best to students receiving their O-Level results later today! https://t.co/j4pTFPopcX,1,4,1,,,,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/DTTkH9bU8AAPq2b.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/DTTkH9bU8AAPq2b.mp4', contentType='video/mp4', bitrate=0)], altText=None)]",,,,pap,en,All the best to students receiving their O-Level results later today! ,0,1,0,1,False,0.25,12,0.6696
350,2018-01-08 12:48:10,"In Parliament today, Minister for Home Affairs and Law K Shanmugam said Singapore is not a platform to propagate radical, intolerant teachings.

Read more at https://t.co/k3gZBhAGNE https://t.co/SL4t5LjnJx",3,12,0,,,"[TextLink(text='bit.ly/2qGUCIR', url='http://bit.ly/2qGUCIR', tcourl='https://t.co/k3gZBhAGNE', indices=(158, 181))]","[Photo(previewUrl='https://pbs.twimg.com/media/DTBQwFvV4AAbi4Z?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DTBQwFvV4AAbi4Z?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DTBQyCrVAAAeyHs?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DTBQyCrVAAAeyHs?format=jpg&name=orig', altText=None)]",,,,pap,en,"In Parliament today, Minister for Home Affairs and Law K Shanmugam said Singapore is not a platform to propagate radical, intolerant teachings.Read more at  ",1,0,2,0,False,0.6428571428571429,26,0.0
351,2018-01-04 14:07:35,"Earlier today, Singapore's fourth-generation ministers released a statement about Singapore's leadership succession. 

Read the full story: https://t.co/9gT2x05gzD https://t.co/zk3L1V49x3",2,6,1,,,"[TextLink(text='bit.ly/2E7fF91', url='http://bit.ly/2E7fF91', tcourl='https://t.co/9gT2x05gzD', indices=(140, 163))]","[Photo(previewUrl='https://pbs.twimg.com/media/DSs8CGGVMAALAWi?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DSs8CGGVMAALAWi?format=jpg&name=orig', altText=None)]",,,,pap,en,"Earlier today, Singapore's fourth-generation ministers released a statement about Singapore's leadership succession. Read the full story:  ",1,0,1,0,False,0.5785714285714286,18,0.2023
352,2017-12-31 12:00:02,"Happy New Year, everyone! Here's wishing you a happy, peaceful and prosperous 2018! https://t.co/Rbh8xlT7Ip",2,14,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DSSzXRqUMAIiREd?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DSSzXRqUMAIiREd?format=jpg&name=orig', altText=None)]",,,,pap,en,"Happy New Year, everyone! Here's wishing you a happy, peaceful and prosperous 2018! ",0,0,1,0,False,0.3,14,0.9449
353,2017-12-30 12:03:31,Organising Secretary Ong Ye Kung shared his reflections on how all of us have a role to do our best for Singapore. Read his full letter: https://t.co/UCI6SU4y4v,2,7,0,,,"[TextLink(text='bit.ly/2BYWTAo', url='http://bit.ly/2BYWTAo', tcourl='https://t.co/UCI6SU4y4v', indices=(137, 160))]",,,,,pap,en,Organising Secretary Ong Ye Kung shared his reflections on how all of us have a role to do our best for Singapore. Read his full letter: ,1,0,0,0,False,0.5714285714285714,27,0.765
354,2017-12-30 11:16:49,Get to know our latest news like this: https://t.co/gRW04SVkB7,1,1,1,,,"[TextLink(text='bit.ly/sure-sign-me-up', url='http://bit.ly/sure-sign-me-up', tcourl='https://t.co/gRW04SVkB7', indices=(39, 62))]",,9.470639189873254e+17,https://twitter.com/PAPSingapore,,pap,en,Get to know our latest news like this: ,1,0,0,0,True,0.22142857142857142,9,0.3612
355,2017-12-30 11:16:48,Minister Ong Ye Kung pens a personal year end message! Read more here: https://t.co/Slr4eIaVo4,0,5,1,,,"[TextLink(text='pap.org.sg/aspire-and-do-…', url='https://www.pap.org.sg/aspire-and-do-singapore-proud', tcourl='https://t.co/Slr4eIaVo4', indices=(71, 94))]",,,,,pap,en,Minister Ong Ye Kung pens a personal year end message! Read more here: ,1,0,0,0,False,0.3357142857142857,14,0.0
356,2017-12-30 10:56:55,https://t.co/gRW04SVkB7,0,0,1,,,"[TextLink(text='bit.ly/sure-sign-me-up', url='http://bit.ly/sure-sign-me-up', tcourl='https://t.co/gRW04SVkB7', indices=(0, 23))]",,9.470589119195791e+17,https://twitter.com/PAPSingapore,,pap,en,,1,0,0,0,True,0.08214285714285714,1,0.0
357,2017-12-25 00:00:02,Here's wishing everyone a joyous holiday season! Have a #MerryChristmas! https://t.co/pQ39BilO4a,3,23,0,,merrychristmas,,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/DRxyQmDUIAAzBmQ.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/DRxyQmDUIAAzBmQ.mp4', contentType='video/mp4', bitrate=0)], altText=None)]",,,,pap,en,Here's wishing everyone a joyous holiday season! Have a  ,0,1,0,1,False,0.26071428571428573,11,0.8398
358,2017-11-19 04:41:49,Brother David Tay of NTUC focused his speech on reinforcing the symbiotic relationship the union and the party shares. #PAPAwardsandConvention2017 https://t.co/oUSHzCD7N3,0,3,0,,papawardsandconvention2017,,"[Photo(previewUrl='https://pbs.twimg.com/media/DO-BneIVAAAn3gL?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DO-BneIVAAAn3gL?format=jpg&name=orig', altText=None)]",,,,pap,en,Brother David Tay of NTUC focused his speech on reinforcing the symbiotic relationship the union and the party shares.  ,0,0,1,0,False,0.525,21,0.7579
359,2017-11-19 04:32:52,"“The PAP must never take the people's trust for granted...The PAP must always pursue policies that benefit the broad majority of S’poreans."" https://t.co/BZBgW0dpq7",2,16,6,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DO9_90cVQAAMlVP?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DO9_90cVQAAMlVP?format=jpg&name=orig', altText=None)]",,,,pap,en,"“The PAP must never take the people's trust for granted...The PAP must always pursue policies that benefit the broad majority of S’poreans."" ",0,0,1,0,False,0.5035714285714286,23,0.743
360,2017-11-19 03:03:06,"COMING UP: FB LIVE broadcast of PAP Secretary-General @leehsienloong‘s speech at #PAPAwardsandConvention

WATCH: https://t.co/iQ2I7k2cv2 https://t.co/awjKIoQFjI",1,9,0,"[User(username='leehsienloong', id=34568673, displayname='leehsienloong', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",papawardsandconvention,"[TextLink(text='facebook.com/pap.sg/', url='https://www.facebook.com/pap.sg/', tcourl='https://t.co/iQ2I7k2cv2', indices=(113, 136))]","[Photo(previewUrl='https://pbs.twimg.com/media/DO9ra0ZV4AA_glG?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DO9ra0ZV4AA_glG?format=jpg&name=orig', altText=None)]",,,,pap,en,COMING UP: FB LIVE broadcast of PAP Secretary-General @leehsienloong‘s speech at   ,1,0,1,0,False,0.48214285714285715,14,0.0
361,2017-11-19 02:22:44,"HAPPENING RIGHT NOW at #PAPConvention:
Comrade Fang Eu-Lin
takes the stage and shares her observations on the fast-evolving job market. https://t.co/KgCdfdtjTM",0,6,0,,papconvention,,"[Photo(previewUrl='https://pbs.twimg.com/media/DO9iJ4uU8AUTnDB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DO9iJ4uU8AUTnDB?format=jpg&name=orig', altText=None)]",,,,pap,en,HAPPENING RIGHT NOW at  Fang Eu-Lintakes the stage and shares her observations on the fast-evolving job market. ,0,0,1,0,False,0.4785714285714286,19,0.296
362,2017-11-19 01:27:56,"""We are grateful to you"" says Party Chairman Khaw Boon Wan in his opening address at the PAP Awards and Convention 2017.  

View LIVE stories on our instagram page &gt;&gt; https://t.co/jSVMEsVyUH https://t.co/OBQIK6Br4X",1,8,0,,,"[TextLink(text='instagram.com/papsingapore', url='http://www.instagram.com/papsingapore', tcourl='https://t.co/jSVMEsVyUH', indices=(173, 196))]","[Photo(previewUrl='https://pbs.twimg.com/media/DO9VMRCVQAA0yUr?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DO9VMRCVQAA0yUr?format=jpg&name=orig', altText=None)]",,,,pap,en,"""We are grateful to you"" says Party Chairman Khaw Boon Wan in his opening address at the PAP Awards and Convention 2017.  View LIVE stories on our instagram page >>  ",1,0,1,0,False,0.675,33,0.8271
363,2017-11-19 01:07:33,"Over 2000 party members, and sisters &amp; brothers from NTUC are gathered this morning to commemorate PAP Awards &amp; Convention 2017 https://t.co/p05hlvWRyb",2,8,2,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DO9Q9r9V4AANPv6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DO9Q9r9V4AANPv6?format=jpg&name=orig', altText=None)]",,,,pap,en,"Over 2000 party members, and sisters & brothers from NTUC are gathered this morning to commemorate PAP Awards & Convention 2017 ",0,0,1,0,False,0.45714285714285713,22,0.6908
364,2017-11-19 00:54:25,"Good Morning from PAP AWARDS AND CONVENTION 2017
Stay tuned as we bring you live updates, starting 9am. https://t.co/7lt88yHr8d",1,5,0,,,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/932048899107307520/pu/img/XeHETZbq7foWZzS3.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/932048899107307520/pu/vid/1280x720/O07l3lBQJ_xJzLpr.mp4', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/932048899107307520/pu/vid/640x360/xUpyW3jdEtGjoH4z.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/932048899107307520/pu/pl/l9ykJO7gc2RnWMDr.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/932048899107307520/pu/vid/320x180/EXQsXNKFL8pwO856.mp4', contentType='video/mp4', bitrate=256000)], duration=7.167, views=587, altText=None)]",,,,pap,en,"Good Morning from PAP AWARDS AND CONVENTION 2017Stay tuned as we bring you live updates, starting 9am. ",0,5,0,0,False,0.3678571428571429,18,0.7672
365,2017-11-18 13:23:33,"JOIN US tomorrow as we bring you LIVE UPDATES and exclusive pictures and videos from The People’s Action Party Annual Awards &amp; Convention, across our Social Media channels!

Facebook: https://t.co/iQ2I7k2cv2
Instagram: https://t.co/IwEpKSyogZ
Twitter: https://t.co/hb08cEA40N https://t.co/9JiFjvrUAV",1,7,1,,,"[TextLink(text='facebook.com/pap.sg/', url='https://www.facebook.com/pap.sg/', tcourl='https://t.co/iQ2I7k2cv2', indices=(188, 211)), TextLink(text='instagram.com/papsingapore/', url='https://www.instagram.com/papsingapore/', tcourl='https://t.co/IwEpKSyogZ', indices=(223, 246)), TextLink(text='twitter.com/papsingapore', url='https://twitter.com/papsingapore', tcourl='https://t.co/hb08cEA40N', indices=(256, 279))]","[Photo(previewUrl='https://pbs.twimg.com/media/DO6v1m5U8AARt34?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DO6v1m5U8AARt34?format=jpg&name=orig', altText=None)]",,,,pap,en,"JOIN US tomorrow as we bring you LIVE UPDATES and exclusive pictures and videos from The People’s Action Party Annual Awards & Convention, across our Social Media channels!Facebook:    ",3,0,1,0,False,0.9714285714285714,32,0.8564
366,2017-10-20 15:58:31,Check out our weekly highlights! Read more here: https://t.co/wKRMRXXwMi https://t.co/PUFgP8MsqN,0,6,0,,,"[TextLink(text='mailchi.mp/pap/20-oct-2017', url='http://mailchi.mp/pap/20-oct-2017', tcourl='https://t.co/wKRMRXXwMi', indices=(49, 72))]","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/921404992707166208/pu/img/iBBo6vQT0wBlG89F.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/921404992707166208/pu/pl/bQtJihaxe6gSPpJw.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/921404992707166208/pu/vid/720x1280/X9pbHgXOa0MaXO8A.mp4', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/921404992707166208/pu/vid/180x320/9YeqmfOyO56GxFpE.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/921404992707166208/pu/vid/360x640/wgjHqDTqukgZSVuu.mp4', contentType='video/mp4', bitrate=832000)], duration=26.373, views=531, altText=None)]",,,,pap,en,Check out our weekly highlights! Read more here:  ,1,5,0,0,False,0.5214285714285715,10,0.0
367,2017-10-18 00:00:02,"Here's wishing all our Hindu friends, a Happy Deepavali! https://t.co/o4hRUpEpzh",2,15,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DMTnWhgUMAAfMMk?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DMTnWhgUMAAfMMk?format=jpg&name=orig', altText=None)]",,,,pap,en,"Here's wishing all our Hindu friends, a Happy Deepavali! ",0,0,1,0,False,0.40714285714285714,10,0.8398
368,2017-10-17 13:15:56,"This Deepavali, take some time and immerse yourself in the colourful sights and sounds at Little India! https://t.co/cujdkieqQ9",3,23,1,,,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/920274530957893634/pu/img/1l2wNcIL_FRp8iua.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/920274530957893634/pu/pl/jTD8UHfVgZKIY7gy.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/920274530957893634/pu/vid/316x180/AGavCmMiXco_ts9h.mp4', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/920274530957893634/pu/vid/1268x720/MRsjdMmuBfiZjSnS.mp4', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/920274530957893634/pu/vid/634x360/F2p_afKnKYQg6kxJ.mp4', contentType='video/mp4', bitrate=832000)], duration=49.508, views=939, altText=None)]",,,,pap,en,"This Deepavali, take some time and immerse yourself in the colourful sights and sounds at Little India! ",0,5,0,0,False,0.7428571428571429,18,0.0
369,2017-10-06 01:54:03,Happy Children’s Day! Enjoy your long weekends! https://t.co/kqGhm91JOX,2,7,0,,,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/916119275395416064/pu/img/Xq96os3OdmblprLO.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/916119275395416064/pu/vid/480x480/vRStnG8DBfd3ISO0.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/916119275395416064/pu/pl/p7Q2488AgQIKNNJv.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/916119275395416064/pu/vid/720x720/8ZpHYqZ8XAEM4d_W.mp4', contentType='video/mp4', bitrate=1280000), VideoVariant(url='https://video.twimg.com/ext_tw_video/916119275395416064/pu/vid/240x240/6jDyMzsR0upwWNsU.mp4', contentType='video/mp4', bitrate=256000)], duration=2.645, views=362, altText=None)]",,,,pap,en,Happy Children’s Day! Enjoy your long weekends! ,0,5,0,0,False,0.34285714285714286,8,0.8168
370,2017-10-03 23:39:16,Happy Mid Autumn Festival! #Singapore https://t.co/Iz9hYnS6Cu,8,17,1,,singapore,,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/DLQDny_V4AAdUjH.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/DLQDny_V4AAdUjH.mp4', contentType='video/mp4', bitrate=0)], altText=None)]",,,,pap,en,Happy Mid Autumn Festival!  ,0,1,0,1,False,0.2714285714285714,6,0.8016
373,2017-08-31 12:50:23,"Wishing all our educators, a very Happy Teachers' Day! #Singapore #HappyTeachersDay https://t.co/ADyrMwlbTu",2,9,0,,singapore happyteachersday,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIjypT2VoAAkY_s?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIjypT2VoAAkY_s?format=jpg&name=orig', altText=None)]",,,,pap,en,"Wishing all our educators, a very Happy Teachers' Day!   ",0,0,1,0,False,0.6,12,0.7339
374,2017-08-20 13:35:25,"PM @leehsienloong : It is my Government’s duty to build for our future.
#ndrsg https://t.co/XqqIDTO387 https://t.co/RA9kiu6FTv",5,16,0,"[User(username='leehsienloong', id=34568673, displayname='leehsienloong', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",ndrsg,"[TextLink(text='bit.ly/pap_link_up', url='http://www.bit.ly/pap_link_up', tcourl='https://t.co/XqqIDTO387', indices=(79, 102))]","[Photo(previewUrl='https://pbs.twimg.com/media/DHrTcavUQAAmFLR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DHrTcavUQAAmFLR?format=jpg&name=orig', altText=None)]",,,,pap,en,PM @leehsienloong : It is my Government’s duty to build for our future.  ,1,0,1,0,False,0.7285714285714285,15,0.0
375,2017-08-20 13:10:20,SG is taking advantage of IT to be a Smart Nation. Here are advantages of being a Smart Nation can achieve. #NDRSG https://t.co/XqqIDTO387 https://t.co/XRxirBZICQ,3,9,0,,ndrsg,"[TextLink(text='bit.ly/pap_link_up', url='http://www.bit.ly/pap_link_up', tcourl='https://t.co/XqqIDTO387', indices=(115, 138))]","[Photo(previewUrl='https://pbs.twimg.com/media/DHrNpsyVYAEf4qC?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DHrNpsyVYAEf4qC?format=jpg&name=orig', altText=None)]",,,,pap,en,SG is taking advantage of IT to be a Smart Nation. Here are advantages of being a Smart Nation can achieve.   ,1,0,1,0,False,0.9928571428571429,24,0.836
376,2017-08-20 12:57:21,"With health and diabetes a rising concern in #Singapore, PM Lee suggested 4 simple things that we can do. #NDRSG https://t.co/XqqIDTO387 https://t.co/vgbQ1zaJ6p",3,6,1,,singapore ndrsg,"[TextLink(text='bit.ly/pap_link_up', url='http://www.bit.ly/pap_link_up', tcourl='https://t.co/XqqIDTO387', indices=(113, 136))]","[Photo(previewUrl='https://pbs.twimg.com/media/DHrKtZwUQAAheji?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DHrKtZwUQAAheji?format=jpg&name=orig', altText=None)]",,,,pap,en,With health and diabetes a rising concern in  PM Lee suggested 4 simple things that we can do.   ,1,0,1,0,False,0.9785714285714285,22,0.0
377,2017-08-20 12:38:24,The Government will invest heavily in our young children. It is a heavy but worthwhile investment! #NDRSG https://t.co/XqqIDTO387 https://t.co/AG8toj0QaG,1,6,1,,ndrsg,"[TextLink(text='bit.ly/pap_link_up', url='http://www.bit.ly/pap_link_up', tcourl='https://t.co/XqqIDTO387', indices=(106, 129))]","[Photo(previewUrl='https://pbs.twimg.com/media/DHrGWKfUIAALPex?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DHrGWKfUIAALPex?format=jpg&name=orig', altText=None)]",,,,pap,en,The Government will invest heavily in our young children. It is a heavy but worthwhile investment!   ,1,0,1,0,False,0.9285714285714286,19,0.5255
378,2017-08-20 12:23:21,"#NDRSG 
PM Lee Hsien Loong will be talking about three things during the National Day Rally. https://t.co/XqqIDTO387 https://t.co/9c4434lUn3",0,4,0,,ndrsg,"[TextLink(text='bit.ly/pap_link_up', url='http://www.bit.ly/pap_link_up', tcourl='https://t.co/XqqIDTO387', indices=(93, 116))]","[Photo(previewUrl='https://pbs.twimg.com/media/DHrC7zCVYAE00Cm?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DHrC7zCVYAE00Cm?format=jpg&name=orig', altText=None)]",,,,pap,en, PM Lee Hsien Loong will be talking about three things during the National Day Rally.  ,1,0,1,0,False,0.8285714285714286,18,0.0
384,2017-08-09 09:10:34,"What does harmony means to you? Check this video out! 
#OneNationTogether #SG52 #HappyNationalDay #Singapore https://t.co/pyErcPH43K",2,4,0,,onenationtogether sg52 happynationalday singapore,,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/895208552653922304/img/n_xLQE90Yh-J_3nq.jpg', variants=[VideoVariant(url='https://video.twimg.com/amplify_video/895208552653922304/vid/640x360/qjJF289lHA0Cjrw1.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/amplify_video/895208552653922304/vid/320x180/uQ3XR_kBI3d4FWmH.mp4', contentType='video/mp4', bitrate=320000), VideoVariant(url='https://video.twimg.com/amplify_video/895208552653922304/pl/OygAlb99LETFVkSV.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/amplify_video/895208552653922304/vid/1280x720/bBm_Oe_N1p0s7uHi.mp4', contentType='video/mp4', bitrate=2176000)], duration=109.72, views=297, altText=None)]",,,,pap,en,What does harmony means to you? Check this video out!     ,0,5,0,0,False,0.7714285714285715,15,0.4574
385,2017-08-09 09:02:49,"@LawrenceWongST #OneNationTogether #SG52
#HappyBirthday Singapore",1,3,0,"[User(username='LawrenceWongST', id=282161299, displayname='Lawrence Wong', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",onenationtogether sg52 happybirthday,,,8.951825511066952e+17,https://twitter.com/LawrenceWongST,,pap,en,@LawrenceWongST   Singapore,0,0,0,0,True,0.45714285714285713,4,0.0
386,2017-08-09 03:12:57,"Happy Birthday Singapore 🇸🇬 #OneNationTogether 
Watch the full video here: https://t.co/507m7p4tgT https://t.co/SZ9dvhG9Pp",1,19,1,,onenationtogether,"[TextLink(text='facebook.com/pap.sg/videos/…', url='https://www.facebook.com/pap.sg/videos/1713626125315447/', tcourl='https://t.co/507m7p4tgT', indices=(75, 98))]","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/895120631653580800/pu/img/OGoKDCDJAPCtCAjS.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/895120631653580800/pu/pl/IpxNj-NJPYPAiCT2.m3u8', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/895120631653580800/pu/vid/640x360/IGY1YTXG5gK0R-p1.mp4', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/895120631653580800/pu/vid/320x180/s5PutpaatR7Lzoi2.mp4', contentType='video/mp4', bitrate=256000)], duration=15.512, views=538, altText=None)]",,,,pap,en,Happy Birthday Singapore 🇸🇬  Watch the full video here:  ,1,4,0,0,False,0.7,12,0.5719
387,2017-08-09 01:00:34,"Happy National Day, Singapore 🇸🇬! 
Majulah Singapura!

#OneNationTogether #SG52 https://t.co/fZfjpYbaNv",6,27,0,,onenationtogether sg52,,"[Photo(previewUrl='https://pbs.twimg.com/media/DGv9NAkUIAoFFrR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DGv9NAkUIAoFFrR?format=jpg&name=orig', altText=None)]",,,,pap,en,"Happy National Day, Singapore 🇸🇬! Majulah Singapura!  ",0,0,1,0,False,0.55,9,0.6467
388,2017-08-09 00:19:02,"ICYMI: PM @leehsienloong talked about the Singapore spirit, &amp; what it takes for SG 🇸🇬to be future ready.
Read more: https://t.co/7o3bx1WfCz https://t.co/Pwoip3vKsD",2,8,0,"[User(username='leehsienloong', id=34568673, displayname='leehsienloong', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,"[TextLink(text='bit.ly/2vJ75fY', url='http://bit.ly/2vJ75fY', tcourl='https://t.co/7o3bx1WfCz', indices=(120, 143))]","[Photo(previewUrl='https://pbs.twimg.com/media/DGvzshUV0AAKZqw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DGvzshUV0AAKZqw?format=jpg&name=orig', altText=None)]",,,,pap,en,"ICYMI: PM @leehsienloong talked about the Singapore spirit, & what it takes for SG 🇸🇬to be future ready.Read more:  ",1,0,1,0,False,0.9928571428571429,21,0.1779
389,2017-07-21 08:36:20,"Let's celebrate our rich and diverse heritage, as we build a more inclusive and harmonious society in Singapore.

Happy Racial Harmony Day! https://t.co/PIdcwTRdsw",4,8,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DFPvT1gVYAA8XN0?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DFPvT1gVYAA8XN0?format=jpg&name=orig', altText=None)]",,,,pap,en,"Let's celebrate our rich and diverse heritage, as we build a more inclusive and harmonious society in Singapore.Happy Racial Harmony Day! ",0,0,1,0,False,0.9857142857142858,22,0.9268
