cleanedContent,content_length,hashtags,sentiment_score,num_links_TextLink,num_media_Video,num_media_Photo,num_media_Gif,likeCount,quoteCount,part_of_convo
"This would put into perspective MINDEF’s mission and requirements on the one hand, and its budgetary needs on the other.",0.8571428571428571,,0.4939,0,0,0,0,1,0,False
Deeply moved to see activists taking e initiative to distribute water to all waiting to visit the Lying-In-State  ,1.0,lky,0.0,0,0,1,0,11,0,False
Terence: You would have heard the Workers’ Party speaking about the importance about a strong Singapore core. ,0.9142857142857144,empoweryourfuture,0.8176,0,0,0,0,1,0,False
Let us build our resilience as a Nation and emerge stronger from this haze crisis. Singapore is blessed to be... ,0.9642857142857144,,0.34,1,0,0,0,0,0,False
"Png: I guess fixing the Opposition is more important to the PAP than fixing the transport system, shortage of hospital beds...",0.9,,0.024,0,0,0,0,14,0,False
Parents should not compare and contrast when choosing a school in terms of results only but overall performance. ,0.85,ndrsg,0.0,0,0,0,0,0,0,False
Visiting residents to hear their concerns and feedback on the estate   ,0.8642857142857143,masagoszulkifli tampinesgrc,0.0,0,0,1,0,0,0,False
"Nee Soon: ""I want the right people to bring Singapore forward."" - Henry Kwek  ",0.6571428571428571,pap4sg ge2015,0.0772,0,0,0,0,1,0,False
"""Don't just light your own candle; light a thousand candles before your light goes off."" said PAP's Vice Chairman, Masagos Zulkifli at the second session of the new candidate introduction press conference earlier today.  ",0.85,ge2020 singapore,0.0,0,5,0,0,6,1,False
"Min K. Shanmugam shares the broad vision for Nee Soon, including more wellness spaces for aging residents. ",0.8142857142857143,pap4sg,0.7501,0,0,0,0,5,0,False
"Dear Frds, c u 2day @Nom. Ctrs. (attire: light blue top) 27 Apr, Weds, 10 AM to 1.30 PM     :-)",0.9428571428571428,wp wpsg sgelections,0.5994,0,0,0,0,1,0,False
"Saying that we need to think about our future governance now, Li Lian: We cannot plan our future in the future ",0.9214285714285714,empoweryourfuture,0.0,0,0,0,0,0,0,False
"Low: We have a political system that is skewed, a Parliament that is imbalanced",0.5642857142857143,,-0.2732,0,0,0,0,4,0,False
Click |Video| to see Rally Videos for Eric Tan [East Coast GRC]     ,0.8357142857142857,wp wpsg sgelections wpge2011,0.0,0,0,0,0,0,0,False
TODAYonline | MP Yaw starts working the ground     ,0.7285714285714285,wp wpsg sgpolitics sgelections,0.0,0,0,0,0,1,0,False
"""We are Singaporean; We are Family. We all have a place in our home!""  - SG @leehsienloong at The PAP Convention ",0.8071428571428572,,0.0,0,0,1,0,18,0,False
A reminder to check your name in the Register of Electors. ,0.5642857142857143,,0.0,0,0,0,0,0,0,False
"Sam Tan takes the stage first, addressing the crowd in Hokkien first, followed by Mandarin.   ",0.85,pap4sg ge2015 livetweets,0.0,0,0,0,0,4,0,False
You've got to check this guy out! Multiracialism  ,0.3857142857142857,ftw,0.0,0,4,0,0,5,0,False
Thread ⬇️,0.0321428571428571,,0.0,0,0,0,0,12,0,False
We support the aspirations of Singaporeans who want to be the very best and travel far and wide to 'catch 'em all'. ,0.9928571428571428,,0.8173,1,0,0,0,214,49,False
NCMP Gerald Giam: MOH - Increasing MediShield coverage and benefits   ,0.7642857142857142,cos2012 sgbudget,0.3818,1,0,0,0,0,0,False
"PM Lee: “We must always be aiming high and pushing ahead, as our young should”  ",0.6857142857142857,ndrsg singapore,0.0,0,0,0,0,1,0,False
"The 88-page PAP Manifesto titled ""WITH YOU, FOR YOU, FOR SINGAPORE"" is printed in four languages. ",0.8571428571428571,,0.0,0,0,2,0,6,0,False
Progress of construction of Springleaf Park from NPark for sharing   ,0.85,leebeewah neesoongrc npark,0.6808,1,0,0,0,0,0,False
"The monetary measures deployed to cool inflation are contractionary, as they should be, by design. To limit the risk of derailing a still-fragile economy, we should offset this effect with fiscal measures that are modestly expansionary.",0.8428571428571429,,0.0516,0,0,0,0,0,0,True
@chuanjin1 's started a series:  - people he meet along his running route! Check out his FB page! ,1.0,everydaysingaporean,0.0,0,0,1,0,1,0,False
"Fmr. Prime Minister Lee Kuan Yew says money won't solve low birth rate problem, in his new book One Man's View Of... ",0.9928571428571428,,-0.3565,1,0,0,0,1,0,False
"JalanBesar: ""Our Jalan Besar team has a combined experience of >60 years!"" the crowd cheers wildly for Dr Lily Neo ",0.9785714285714284,,0.5255,0,0,1,0,8,0,False
Terence: The PAP will tell you that WP are as quiet as mice in Parliament. The facts show this is not true ,0.8928571428571429,empoweryourfuture,0.103,0,0,0,0,3,0,False
PM Lee: The HDB flat has allowed Singaporeans to build a  and to grow valuable nest egg for old age.  ,0.8285714285714286,home sg ndm14,0.4767,0,0,0,0,1,0,False
Ting Ru: After coming home to Singapore in 2011…I started volunteering at Meet-the-People Sessions every Monday night in Paya Lebar division,1.0,,0.0,0,0,0,0,2,0,False
"At an earlier press conference chaired by Min Ng Eng Hen leading the Haze Inter-Ministerial Committee (HIMC), the... ",0.9928571428571428,,0.0,1,0,0,0,0,0,False
Happy to visit Serangoon Mkt & Food Ctr. Hope PAP can serve here again. – LHL,0.7071428571428572,,0.765,1,0,0,0,32,0,False
,0.1571428571428571,,0.0,1,0,0,0,0,0,False
"Li Lian shared how it was not true that Punggol East had a surplus, when handed over from the PAP to Aljunied-Hougang TC ",0.9928571428571428,empoweryourfuture,0.0176,0,0,0,0,3,0,False
Budget 2011: MOH – End of Life Care (by Low Thia Khiang)  ,0.5928571428571429,wpsg,0.2732,0,0,0,0,0,0,False
Daniel: We need to get our focus right & take care of our teachers. WP thinks it's time for a comprehensive study to be conducted... ,0.9857142857142858,wpsg,0.7865,0,0,0,0,3,0,False
Sylvia on AHPETC: You know that we are maintaining the estate. You know that we are implementing cyclical works,0.7928571428571428,,0.0,0,0,0,0,1,0,False
"Supporting those who need help in securing a defence in Court is important, which is why MPs Sylvia Lim & He Ting Ru spoke about this issue when moving a motion on expanding access to justice in November 2020.Tap the link below to learn more: ",0.95,,0.91,1,0,1,0,12,0,False
He asks if the Police will require a court order before accessing information on a person’s travel patterns. ,0.8071428571428572,erp,0.0,0,0,0,0,1,0,False
Out-of-Pocket Payments and Inclusion of Pensioners (Debate on MediShield Life Committee Report) – MP Png Eng Huat,0.9642857142857144,,0.0,1,0,0,0,4,0,False
Somasundaram: The number of unemployed PMETs has not decreased drastically.  ,0.7142857142857143,empoweryourfuture wpsg,0.0772,0,0,0,0,3,0,False
LIVE at 9 am: Mr  reading the Proclamation of Singapore,0.4714285714285714,leekuanyew,0.0,0,0,0,0,9,0,False
Good to see familiar faces at our Hammer Outreach at Aljunied GRC. Have a great weekend!  ,0.8642857142857143,aljunied,0.8553,0,0,1,0,5,0,False
TODAYonline | Glenda Han Su May | Workers' party     ,0.7285714285714285,wp wpsg wpge2011 sgelections,0.4019,0,0,0,0,1,0,False
"Know more about Tan Kiat How, former civil servant who set up the SG Digital Office, enabling the mobilisation of digital ambassadors to assist seniors with technology. ",0.6285714285714286,ge2020,0.0,0,5,0,0,5,0,False
"""A little red dot on many maps but with a very big impact on the world..."" - US President Barack Obama, on Singapore ",0.8357142857142857,,0.0,0,0,1,0,67,3,False
"'As PM Lee has said, we must stand together as Singaporeans and look out for each other in these challenging... ",0.9571428571428572,,0.0,1,0,0,0,0,0,False
NCMP Yee Jenn Jong on Consumer Protection (Fair Trading) (Amendment) Bill ,0.6714285714285714,,0.0,1,0,0,0,0,0,False
SMS Indranee Rajah shares how Mdm Tan Cheng Hiang received a new pair of glasses under the Seniors Mobility Fund. ,0.9714285714285714,,0.296,0,0,1,0,4,0,False
,0.1571428571428571,,0.0,1,0,0,0,0,0,False
"Our candidate for Fengshan SMC, Dennis Tan, addressed the crowd in Hokkien.    ",0.9357142857142856,wpsg ge2015 empoweryourfuture,0.0,0,0,1,0,4,0,False
The Tanjong Pagar GRC team unveiled 🇸🇬   ,0.5857142857142857,pap4sg sgelections,0.0,0,0,1,0,2,0,False
"In a letter to all PAP MPs, PM @leehsienloong outlined the Rules of Prudence. See here:   ",0.9642857142857144,,0.0,1,0,1,0,9,0,False
Leon: My friends there is still so much more to do.,0.3642857142857142,,0.4767,0,0,0,0,1,0,False
"More than 700 guests, which include party activists, former Ministers, pioneers, and media representatives, are here to commemorate ",0.9857142857142858,pap60,0.4019,0,0,0,0,1,0,False
Daniel: The WP East Coast GRC and Fengshan SMC teams have been doing outreach in the area for a few years...we have become familiar,0.9357142857142856,,0.5904,0,0,0,0,2,0,False
‘Tis the season to be jolly!   ,0.2321428571428571,merrychristmas nomondaybluestoday,0.5562,0,0,1,0,38,0,False
"Png Eng Huat: Because it has ruled over the past 50 years, the PAP thinks it's untouchable.",0.65,,0.0,0,0,0,0,14,0,False
Mr Lee & Late Mrs Lee wax figures unveiled in the upcoming Madame Tussauds Singapore (Photo Credit: @ChannelNewsAsia) ,1.0,,0.3818,0,0,1,0,3,0,False
"Secretary-General Mr Low on Opposition unity: I think we have different objectives, different leadership.  ",0.85,ge2015 wpsg,-0.2732,0,0,0,0,3,0,False
ST: Low: What is government's response to high flat prices?     ,0.8,wp wpsg wpge2011 sgelections,-0.2732,0,0,0,0,0,0,False
He calls for latitude in the education system –a system where our children should not be encouraged to succeed by being ‘exams smart’ alone.,1.0,,0.0232,0,0,0,0,1,0,False
Our younger residents enthralled by a magic show by Magician Robin Goh.  ,0.6571428571428571,christmascrescendo,0.0,0,0,1,0,1,0,False
Gerald: I don't buy the argument that the PAP is so indispensable that no one can ever replace them.  ,0.8142857142857143,ge2015 wpsg,-0.0909,0,0,0,0,14,0,False
"The largest contribution to Singapore’s emissions undoubtedly comes from industry. And while it is industry that has been important for our economy, its decarbonisation is crucial, and our policies should be in place to speed progress, and to be transparent along the way.",0.9714285714285714,,0.5574,0,0,0,0,3,0,True
"""... he will make a contribution in parliament and on the ground."" - LHL on oncologist, Dr. Tan Wu Meng ",0.9,,0.0,0,0,1,0,1,0,False
Pritam Singh: (E)ach generation must also be given the freedom to shape the future they seek and to feel that they are an integral part of the country. The Budget should reflect and facilitate this. ,0.7571428571428571,sgbudget2019,0.6369,0,0,0,0,4,0,True
"Final Speaker at this evening's Bukit Batok By Election rally, Tharman S, takes the stage. ",0.65,,0.0,0,0,1,0,1,0,False
Workers' Party members on Hammer Outreach this morning. See you at various markets in East Coast GRC!,0.7214285714285714,,0.6239,0,0,0,0,0,0,False
WP Punggol East and Sengkang West Campaign FB photos     ,0.7714285714285715,wp wpsg wpge2011 sgelections,0.4084,0,0,0,0,0,0,False
MCI's response to PQs on Licensing Framework for online news sites ,0.6357142857142857,,0.0,1,0,0,0,0,0,False
Daniel calls for the reduction of class sizes to the OECD and Singapore’s GEP equivalents. ,0.65,,0.0,0,0,1,0,5,0,False
Gerald: The problem in Singapore is not that we have too much debate. It is that we have too little.,0.7142857142857143,,-0.4019,0,0,0,0,8,0,False
Fairoz: We also call for the review of the subsidy and Medisave usage cap for the treatment of chronic diseases.  ,0.9,ge2015 wpsg,0.0,0,0,0,0,3,0,False
Medishield extended to those beyond 90 years old and renamed Medishield Life and will cover all and give better medical coverage. ,0.9714285714285714,ndrsg,0.4404,0,0,0,0,0,0,False
Sylvia: Today there is a lot of haze.  But look beyond the haze - the Blue Sky is already above Aljunied! ,0.8785714285714286,voteworkersparty,0.0,0,0,0,0,14,0,False
Toh Hong Boon : Towards A First World Parliament     ,0.7142857142857143,wp wpsg sgelections wpge2011,0.0,0,0,0,0,0,0,False
Murali shares stories of  residents. Learn about it here:  ,0.6642857142857143,bukitbatok,0.296,1,0,3,0,7,0,False
"Li Lian: On Sept 11, look at our children, our grandchildren...it's our responsibility to help shape the country's future ",0.9928571428571428,voteworkersparty,0.4019,0,0,0,0,5,0,False
"The PAP introduced 11 new faces earlier today through three virtual press conferences. They were led by 1ASG Heng Swee Keat, Vice Chairman Masagos Zulkifli and Organising Secretary Grace Fu.Read here for more:  ",0.8357142857142857,,0.4215,1,0,3,0,17,2,False
The Workers’ Party notes with grave concern the deployment of Malaysian Government vessels into Singapore waters off Tuas West.,0.4535714285714285,,0.0258,0,0,0,0,12,1,False
"""PAP is the best party to secure your future!"" - Amrin Amin     ",0.8928571428571429,ge2015 pap4sg lunchtimerally fullerton,0.8622,0,0,1,0,0,0,False
What are the Workers' Party's beliefs? Find out     ,0.7571428571428571,sgelections wpsg wpge2011 wp,0.0,0,0,0,0,0,0,False
MP-elects for Aljunied GRC continuing on their thank you procession despite the rain    ,1.0,sgelections sgpolitics wps,0.3612,0,0,0,0,1,0,False
11am - Nomination window is open from now until NOON. A great photo of S Iswaran by: @ChannelNewsAsia ,0.8857142857142857,,0.6249,0,0,1,0,3,0,False
"For all speeches made by WP MPs, go to wp.sg ",0.3714285714285714,ahpetc,0.4084,0,0,0,0,5,0,False
"60mins to the Party Rally! Historically, this is where iconic speeches that pave the way for  are made!  ",1.0,action pap60,0.508,0,0,1,0,2,0,False
Answer to Dennis Tan's PQ on applications for off-peak bus/MRT travel pass | Link:  ,0.7642857142857142,,0.0,1,0,1,0,0,0,False
 is a notable quote. Learn more about his life:   ,0.8357142857142857,rememberingsrnathan rippresidentnathan,0.0,1,0,1,0,62,6,False
In total we have 396 awards to be given out tonight in recognition for our activists efforts. ,0.7428571428571429,papawards,0.4588,0,0,0,0,1,0,False
We want  to receive same awards as able-bodied counterparts • Full statement:  ,0.8214285714285714,paralympians,0.5106,1,0,1,0,14,4,False
Moving around with EASE -    ,0.4928571428571429,khawboonwan mndsg,0.4995,1,0,0,0,0,0,False
Secretary General @leehsienloong  has arrived at Teck Ghee Branch.   ,0.75,pap4sg ge2015,0.0,0,0,1,0,8,0,False
"Tele-medicine, driverless-cars, wireless-app-dev... just some of e cool words we r hearing at   launch. Exciting times ahead!",1.0,smartnation sg,0.6996,0,0,0,0,0,0,False
"Meet Mr Tan Kim Hock, 77 years old who has served Party and various community organisations for 50 years!  ",0.8142857142857143,pap4sg,0.4574,0,0,1,0,6,0,False
PM Lee Hsien Loong gives a brief introduction of the new candidates.    ,0.8571428571428571,pap4sg sgelections ge2015,0.0,0,0,1,0,1,0,False
"Sylvia: After a long silence, the answer came back - no.",0.4,,-0.296,0,0,0,0,3,0,False
"Pritam: We Singaporeans should be proud of our civil servants - including teachers, the Police, nurses, the SAF and many others ",0.95,wpsg,0.4767,0,0,0,0,1,0,False
TODAYonline 24/5: WP holds Meet-the-People Sessions     ,0.7428571428571429,wp wpsg sgpolitics aljunied,0.4084,0,0,0,0,0,0,False
"Nee Soon: ""We practice honesty and integrity in the PAP"" - Louis Ng  ",0.5928571428571429,pap4sg ge2015,0.7003,0,0,0,0,2,0,False
"""our young people've e passion, exuberance n drive... They'll build an even better SG."" - K Shanmugam    ",0.9857142857142858,sg50 pap60,0.7096,0,0,1,0,0,0,False
MP Pritam Singh: MINDER - National Service and Immigration Policy   ,0.75,cos2012 sgbudget,0.0,1,0,0,0,0,0,False
"PM Lee ends the Chinese portion of his  speech: ""SG50 is not the end, but the beginning."" ",0.8428571428571429,ndrsg,0.0,0,0,1,0,4,0,False
Mr Lim Biow Chuan thanked the residents of Mountbatten for welcoming him into their lives.,0.6928571428571428,pap4sg,0.7003,0,0,0,0,0,0,False
Non-Constituency Members of Parliament : Towards A First World Parliament      ,0.9642857142857144,wp wpsg sgpolitics sgelections ncmp,0.0,0,0,0,0,0,0,False
,0.1571428571428571,,0.0,1,0,0,0,0,0,False
,0.1571428571428571,,0.0,1,0,0,0,0,0,False
MP Muhama Faisal Abdul Manap's  cut on childcare / infant care subsidy  ,0.8214285714285714,cos2014 sgbudget2014,0.2732,1,0,0,0,1,0,False
CNA: GE WP's candidate for Joo Chiat says upgrading not an issue there     ,0.8857142857142857,wp wpsg sgelections wpge2011,0.0,0,0,0,0,1,0,False
We wish you a very Merry Christmas! 🎄 ,0.1357142857142857,,0.7773,0,0,1,0,32,0,False
"Png Eng Huat takes the microphone, with a short Mandarin, English and Teochew speech... ",0.7571428571428571,hougangbyelection,0.0,0,0,0,0,4,0,False
Mr Nathan's body will lie in state at Parliament House today for the public to pay their last respects. ,0.7428571428571429,,0.2263,0,0,1,0,31,3,False
Aljunied MP @geraldgiam is our Treasurer while Sengkang MP @RaeesahKhanwpsg will serve as our party’s Deputy Treasurer. ,0.4285714285714285,,0.25,0,0,1,0,4,0,True
Thank you all PAP Pioneers for your contributions!  ,0.6928571428571428,,0.4199,1,0,1,0,8,0,False
The Party Conference has officially started. Party Chairman Khaw Boon Wan leads >2000 cadre members in Pledge. ,0.95,,0.6597,0,0,1,0,0,0,False
Yahoo! news: WP's Sylvia Lim: We are determined to make a breakthrough in Aljunied GRC.    ,0.9357142857142856,wp sgelections wpsg,0.4003,0,0,0,0,1,0,False
Our activists are slowly making their way into the auditorium in Kallang Theatre. We hope to bring to you a shot of the stage shortly....,0.9785714285714284,,0.4404,0,0,0,0,0,0,False
,0.1571428571428571,,0.0,1,0,0,0,0,0,False
Walking with Singapore for 60 years and counting. A Workers' Party documentary. Catch the full trailer here:  ,0.475,,0.4019,1,5,0,0,41,1,False
 a superwoman! - Minister @LawrenceWongST   ,0.9071428571428573,mymumis happymothersday thankyoumummy,0.0,1,0,1,0,4,0,False
"A total of 585 activists were acknowledged this evening at the Party Awards, while their comrades cheered them on. ",0.8214285714285714,,0.8402,0,0,1,0,7,0,False
Letter to ST Forum by Gerald Giam (6 May 2011) : Published by ST on 9 May 2011    ,0.8714285714285714,wp wpsg sgelections,0.0,0,0,0,0,2,0,False
"Earlier today, the PAP Seniors Group made several recommendations to the Government and called for a tripartite effort to create the right conditions for seniors in Singapore to live their lives healthily, with purpose and dignity. Read more at  ",0.9607142857142856,,0.5859,1,0,1,0,5,0,False
MOH has raised DORSCON from yellow to orange and introduced additional precautionary measures to minimise the risk of further transmission of the virus.,0.5428571428571428,,-0.2732,0,0,0,0,3,1,False
Minister Lim Hng Kiang and the West Coast GRC team visiting  market   ,0.8,boonlay ge papforsg,0.0,0,0,1,0,2,0,False
,0.1571428571428571,,0.0,1,0,0,0,0,0,False
"Secretary-General Low Thia Khiang is on the floor of the House now, as WP MPs respond to the Ministerial Statements made some moments ago.",0.9857142857142858,,0.1613,0,0,0,0,9,0,False
.@DanielPSGoh Focus on empowering Singaporeans in the workforce and local enterprises.  ,0.8071428571428572,ge2015 empoweryourfuture,0.0,0,0,0,0,2,0,False
"Responding to a question from the media on the diversity in PAP's new candidates as compared to past elections, Organising Secretary Grace Fu said that it is an effort by the Party to observe potential candidates, who can reflect the diverse needs of the population. ",0.9785714285714284,ge2020,-0.0516,0,5,0,0,11,1,False
Jenn Jong says that a WP-run town council in Marine Parade would be directly managed. ,0.7428571428571429,empoweryourfuture,0.0,0,0,0,0,2,0,False
"Here's wishing all a happy and rewarding 2019! Happy New Year, everyone! ",0.2607142857142857,,0.9229,0,5,0,0,27,0,False
"Pritam Singh: Minister shared that while it was difficult to project such spending, some preliminary estimates had been carried out – could Minister provide a sense of these estimates, the financing approach and the infrastructure required for this purpose? ",0.9678571428571427,sgbudget2019,-0.0258,0,0,0,0,0,0,True
"@ilikefilm ""Every citizen will share in Singapore’s progress. We are doing more to help lower-income Singaporeans to uplift themselves""",0.9642857142857144,,0.7893,0,0,0,0,0,0,True
,0.1571428571428571,,0.0,1,0,0,0,0,0,False
Mr Low Thiang Kiang’s response to Forum letter on Lianhe Zaobao. 刘程强答覆早报读者来信 ,0.6928571428571428,,-0.2732,1,0,0,0,2,0,False
Happy Children's Day to all in  !  ,0.5714285714285714,singapore childrensday,0.6114,0,0,1,0,9,0,False
Dennis highlighted the troubling consistency of train disruptions in Parliament.   ,0.6214285714285714,mrt,-0.7096,0,0,1,0,9,0,False
  ,0.35,ge2015 empoweryourfuture,0.0,0,0,1,0,2,0,False
"Minister Shanmugam meeting his constituents (young and old) on a walkabout in Chong Pang hawker centre, market... ",0.9714285714285714,,0.0,1,0,0,0,0,0,False
We use the below poster in Aljunied-Hougang Town to promote responsible cat feeding @POZboySG (2/2). ,0.7214285714285714,,0.5994,0,0,1,0,14,1,False
Our party members share how our walk with Singapore continues this General Election. Make your vote count.  ,0.4107142857142857,ge2020,0.5994,0,5,0,0,466,80,False
Fairoz: the monthly household income cap for CHAS should be raised to the median monthly household income per member.  ,0.9357142857142856,ge2015 wpsg,0.0,0,0,0,0,4,0,False
Many have Singaporean children and relatives. Granting them citizenship recognizes them as a part of Singapore.,0.7928571428571428,,0.3182,0,0,0,0,2,0,False
Budget 2011: MOE - Education System and Tuition Culture (by Low Thia Khiang)  ,0.7357142857142858,wpsg,-0.2732,0,0,0,0,0,0,False
" Lions, it's okay! Let's fight on for the next match!  ",0.65,seagames2015,-0.3147,1,0,0,0,0,0,False
The Workers' Party wishes all a Happy Lunar New Year!祝国人在新的一年里，心想事成；祝我国在兔年里国泰民安！,0.7142857142857143,,0.807,0,0,0,0,0,0,False
"""Students from Hwa Chong institution and Ngee Ann joined us in our Marsiling monthly Rice distribution""  ",0.9928571428571428,hawazidaipi,0.0,0,0,1,0,0,0,False
Gerald: The world has changed. We need a new approach to the problems we face as a nation. We need new ideas and new people.  ,0.9857142857142858,ge2015 wpsg,-0.4019,0,0,0,0,3,0,False
"Happy  At 7pm, PM @LeeHsienLoong will deliver his Nat'l Day Msg. Stay tuned for our live coverage  ",0.9642857142857144,sg50 ndm2015,0.5719,1,0,0,0,5,0,False
WP Rally  30/4 Tonight 7.00 PM East Coast GRC      ,0.8071428571428572,wp wpsg sgelections wprally30 wpge2011,0.4084,0,0,0,0,0,0,False
"To learn more about our manifesto, go to    ",0.8428571428571429,empoweryourfuture ge2015 wpsg,0.0,1,0,1,0,9,0,False
"Get to know candidate Henry Kwek, and some of the reasons he chose to serve >>  ",0.8928571428571429,,0.0,1,0,1,0,4,0,False
Click |Video| to see Rally Videos for Chen Show Mao [Aljunied GRC]     ,0.8571428571428571,wp wpsg sgelections wpge2011,0.0,0,0,0,0,0,0,False
The Government is investing and expanding our public transport system. This will add greater connectivity to the system and benefit more commuters. Our public transport system will only get better!,0.7857142857142857,,0.8268,1,0,0,0,9,0,False
"Sylvia: Even if Tan Chuan Jin is not elected, Singapore will still be able to benefit from his talents",0.7285714285714285,,0.7184,0,0,0,0,4,0,False
Bernard Chen: 我用了九年的时间准备好这九天的选战和往日为民服务的机会。 ,0.4857142857142857,ge2015 empoweryourfuture,0.0,0,0,0,0,0,0,False
The Worker's Party official Facebook Page: ,0.45,,0.4019,0,0,0,0,0,0,False
A joyous Selamat Hari Raya Haji to all our Muslims friends! ,0.2142857142857142,,0.8172,0,5,0,0,36,0,False
"For the full statement, please go to:  ",0.4428571428571428,,0.3182,1,0,1,0,2,0,False
MP Ang Wei Neng joins in e  at  a volunteer-powered initiative to repair items for residents! ,0.9857142857142858,action repairkopitiam,0.0,0,0,1,0,1,0,False
Thank you for sending us to the 14th Parliament of Singapore.  ,0.25,teamwp,0.3612,0,0,1,0,2518,73,False
"Hello Singapore, we are at  @ Hong Lim Park in support of inclusion. Stay tuned for more exclusive pictures n live updates!",0.9857142857142858,purpleparadesg,0.5838,0,0,0,0,2,0,False
Pritam asks for areas in the TPP where S'poreans can align their skills & careers to make best use of opportunities. ,0.8357142857142857,,0.7783,0,0,1,0,1,0,False
PM Lee opens his speech with Singapore’s journey from the Third World to the First. ,0.6571428571428571,ndm2015,0.0,0,0,0,0,7,0,False
. @geraldgiam answers media queries on expired rail assets  ,0.5928571428571429,,0.1779,1,0,1,0,1,0,False
Glad to see so many happy families here! - with MP Dr Koh Poh Koon  ,0.5357142857142857,pap4sg,0.8058,0,0,1,0,4,0,False
Adrian: The PSLE system is flawed on the basis of determining the fate of our children. ,0.7571428571428571,empoweryourfuture,0.0,0,0,0,0,4,0,False
"@jsalim90 Covid has also opened our hearts to many generous acts of kindness – from school children, to volunteers and corporations who stepped forward. I hope the pandemic will leave behind a generation who is awakened by the desire to do good for humanity.",0.9214285714285714,,0.9274,0,0,0,0,0,0,True
,0.1571428571428571,,0.0,1,0,0,0,0,0,False
COMING UP: FB LIVE broadcast of PAP Secretary-General @leehsienloong‘s speech at   ,0.4821428571428571,papawardsandconvention,0.0,1,0,1,0,9,0,False
"@NgiamDanny an anonymous person dropped off 100,000 masks at the CC; volunteer doctors spending long hours tending to migrant workers; these are just some examples of the very best of Singaporeans!",0.7035714285714286,,0.6989,0,0,0,0,0,0,True
 PM Lee will be finishing his National Day Rally speech shortly.,0.5,ndrsg,0.0,0,0,0,0,17,0,False
PM @leehsienloong speaking now at 13th  about the possible changes to the political system. ,0.7357142857142858,parliament,0.0,0,0,1,0,6,0,False
A few minutes to PM's speech at May Day Rally 2015. Watch it LIVE at ,0.65,,0.0,1,0,0,0,1,0,False
Pritam Singh on inter-generational equity: (L)eaving a sustainable Singapore for our future generations would mean planning infrastructure for climate change and rising sea levels... ,0.7,sgbudget2019,0.0,0,0,0,0,1,0,False
Here's what some of them want to share  ,0.4357142857142857,ndp2013 ndppapquotes,0.3612,0,0,0,0,1,0,False
This  read about the FCF - a framework that'll benefit e Singaporean workforce. ,0.9857142857142858,policyfriday,0.4588,1,0,1,0,0,0,False
"Meanwhile, if the PSI reading stays high, please stay indoors where possible and avoid heavy outdoor activities.... ",0.9857142857142858,,0.0258,1,0,0,0,0,0,False
Trending from the  Statement delivered by DPM and Finance Minister Tharman S. :  -> SEE: ,0.9785714285714284,sgbudget2015 skillsfuture,0.0,1,0,0,0,0,0,False
" The Progressive Wage Models have led to wage growth for more than 70,000 resident workers. The Manpower Ministry will also work to extend the Progressive Wage Model to more sectors. Read more at  ",0.8285714285714286,didyouknow,0.5106,1,0,1,0,6,0,False
"""They do not flinch from... making personal sacrifices to serve the people."" Mr Khaw Boon Wan on our activists  ",1.0,pap60,0.0,0,0,1,0,3,0,False
Mayor Low Yen Ling was invited to throw the first pitch ahead of SG's 1st softball match. Look who caught it! ,0.9428571428571428,,-0.3382,0,0,1,0,1,0,False
The PSI reading at 9pm tonight has jumped to 290. We have been in discussions with the Indonesian Government... ,0.9571428571428572,,0.0,1,0,0,0,1,0,False
We met Mr Chiam Bing Chuang during our house visits last weekend. Mr Chiam has a very interesting hobby. He... ,0.95,,0.4576,1,0,0,0,0,0,False
"Leon: At work, we risk being retrenched in our 40s and 50s and then having to struggle to find a job",0.8428571428571429,empoweryourfuture,-0.5267,0,0,0,0,1,0,False
,0.1571428571428571,,0.0,1,0,0,0,0,0,False
Leon: They expect Singaporeans to give them blind faith. That what they do is what you want them to do  ,0.9071428571428573,empoweryourfuture wpsg,0.1027,0,0,0,0,3,0,False
(cont'd) so that the 40% of Singaporeans who are not persuaded by PAP have the space...to participate in the future of S'pore,0.8928571428571429,,0.0,0,0,0,0,2,0,False
"Sylvia: Right now, we are up to date in filing our audited accounts!",0.4857142857142857,,0.0,0,0,0,0,4,0,False
Workers' Party 'A' team gets warm reception at markets     ,0.7714285714285715,wp wpsg sgelections wpge2011,0.5574,0,0,0,0,1,0,False
"At his Press Con, Murali took the opportunity to wish all a Happy Mother's Day! ",0.5714285714285714,,0.8588,0,0,1,0,26,0,False
Nomination Day Live Coverage - Yahoo! News     ,0.6714285714285714,wp wpsg sgelections wpge2011,0.0,0,0,0,0,0,0,False
PAP Aljunied GRC team will be unveiling its slate of candidates soon.   ,0.7714285714285715,ge2015 pap4sg,0.0,0,0,1,0,0,0,False
It's a great night for  We are so proud of @FAS_LionsXII !   ,0.8428571428571429,singapore malaysiafacup lionsxii,0.8549,1,0,0,0,12,0,False
"I want 2 thank Dr Amy Khor & all the branch staffs who appointed me, giving me this opportunity to serve in NDP 2013.Danny Ng Hong Kah North",1.0,,0.7906,0,0,0,0,0,0,False
"TODAYonline | Look at reality, not the rhetoric: Workers Party (20/4)    ",0.85,sgelections wpsg wpge2011,0.4019,0,0,0,0,0,0,False
.@78leelilian   ,0.45,ge2015 empoweryourfuture,0.0,0,0,1,0,3,0,False
